,img_h,error,Clump,Misread,Area,Perimeter,Solidity,Major_axis_length,Minor_axis_length,Equivalent_diameter,Eccentricity,Extent,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Bounding_box,Entropy
Lysimachia nemorum1-1,972,1,0,1,1920,196.509668,0.857908847,64.35351066,41.57650211,49.44309786,0.763283037,0.609717371,1042.687679,8.047192071,0.542606834,0.129570632,0.35986888,0.894303639,"(635, 320, 702, 367)",4.515724667
Lysimachia nemorum1-1,972,1,0,1,1608,181.6223664,0.962298025,79.95393524,26.0874487,45.2478639,0.945272828,0.470588235,301.4394176,5.427880916,0.609210571,0.256282584,0.506198679,0.836108103,"(731, 641, 798, 692)",3.927813381
Lysimachia nummularia1-1,972,1,0,1,27613,677.5706345,0.959151065,192.2381146,183.96611,187.5045694,0.290186844,0.74913185,169.8615759,4.054090758,0.473017434,0.058458209,0.241766154,0.961798404,"(99, 567, 289, 761)",5.761536006
Lysimachia nummularia1-1,972,0,0,0,27981,650.884343,0.978254029,203.9217294,175.3347912,188.749876,0.510607094,0.77874259,341.5297418,4.063909508,0.474384508,0.044880187,0.211828583,0.950512647,"(108, 1023, 285, 1226)",6.281253307
Lysimachia nummularia1-1,972,0,0,0,30890,672.5828278,0.983695306,211.8124061,185.945547,198.3188582,0.47888352,0.760182109,250.79457,5.617196675,0.396980124,0.052008707,0.228041043,0.950542844,"(489, 1036, 678, 1251)",6.20966631
Lysimachia nummularia1-1,972,1,0,1,8198,335.119841,0.991293833,103.4786129,100.9609748,102.1666178,0.219244423,0.78031601,336.8100791,5.749034754,0.40050595,0.041693307,0.204151463,0.9499278,"(559, 240, 662, 342)",6.080782486
Lysimachia nummularia1-1,972,0,0,0,43322,780.8498551,0.993897403,249.7586662,221.2081607,234.8601362,0.464281623,0.752588423,91.35491552,3.934767456,0.425717104,0.052345284,0.22878202,0.973965553,"(642, 48, 876, 294)",5.943064997
Lysimachia nummularia1-1,972,1,0,1,1623,183.0365799,0.960923623,80.44772436,26.20563181,45.45841815,0.94545686,0.46799308,321.5373359,5.60943536,0.607995735,0.258877033,0.508759769,0.835249423,"(731, 641, 799, 692)",3.937211162
Lysimachia nummularia1,450,0,0,0,4152,239.9655121,0.986926551,75.99104666,69.73713681,72.70825668,0.39726944,0.780451128,399.6202537,8.199952154,0.321643106,0.038347373,0.19573284,0.926427321,"(103, 229, 173, 305)",6.036193076
Lysimachia nummularia1,450,0,0,0,6861,416.7766953,0.843911439,121.4999883,82.37100003,93.46494806,0.735107388,0.647691872,467.5665318,7.857494356,0.422480419,0.109901614,0.331486401,0.930653915,"(141, 312, 240, 419)",5.298737326
Lysimachia nummularia1,450,0,0,0,5069,268.5512986,0.981413359,83.05155318,78.28580221,80.33711006,0.333876137,0.792155024,407.3364653,8.379010373,0.303593365,0.034488733,0.185616533,0.909114101,"(320, 277, 399, 358)",6.025687485
Lysimachia vulgaris1-1,972,0,0,0,31549,666.8254685,0.991950951,219.6341992,183.0039613,200.4231384,0.552939189,0.765752427,215.2638739,7.757373094,0.336562853,0.050729842,0.225221377,0.971227449,"(257, 347, 463, 547)",6.490636075
Lysimachia vulgaris1-1,972,0,0,0,35124,716.9676042,0.98106251,225.9144113,198.3077486,211.474031,0.479026671,0.771277997,185.7451957,6.141971979,0.366955496,0.048114043,0.219336538,0.979273613,"(496, 511, 703, 731)",6.559557543
Lysimachia vulgaris1-1,972,1,0,1,1672,184.4507935,0.962025316,80.5601874,26.86501963,46.13953314,0.942758016,0.470853281,360.3227773,5.951401703,0.606023536,0.255521019,0.505447523,0.825803869,"(732, 640, 799, 693)",3.981919154
Lythrum salicaria1-1,972,0,0,0,30682,654.783838,0.992912851,203.9914972,191.8746593,197.6500334,0.339513283,0.786839001,59.43885559,3.54854583,0.418867906,0.042059312,0.205068813,0.978455165,"(70, 241, 264, 442)",5.981733478
Lythrum salicaria1-1,972,0,0,0,40196,750.8498551,0.994163039,233.718152,219.3441303,226.2280636,0.345283367,0.74459099,77.55774163,3.395231028,0.483859034,0.061758088,0.248503403,0.970610089,"(508, 847, 749, 1071)",5.736470165
Lythrum salicaria1-1,972,0,0,0,33635,685.8965363,0.993531045,212.510125,201.8689405,206.9430165,0.312474271,0.773930051,86.47491376,3.551477972,0.44722105,0.045555424,0.213424051,0.970226485,"(722, 88, 927, 300)",5.767147039
Lythrum salicaria1-1,972,1,0,1,1721,187.6223664,0.93941048,81.21963691,27.67962332,46.81073869,0.940135949,0.479654404,340.0391952,5.85705605,0.593362147,0.247638948,0.497595478,0.836194262,"(730, 640, 799, 692)",4.050875169
Macadamia tetraphylla,450,0,0,0,4219,256.9360749,0.982305006,84.18380022,66.94437538,73.29254832,0.606325145,0.678732304,282.9647047,4.604512592,0.538957455,0.088915325,0.298133122,0.91737757,"(84, 137, 168, 211)",4.585465973
Macadamia tetraphylla,450,0,0,0,4201,247.1787156,0.98893597,88.73136291,60.83316534,73.13603303,0.727989681,0.729340278,142.3881768,3.887235775,0.50445492,0.064264641,0.253446238,0.945896044,"(131, 378, 221, 442)",4.667913657
Macadamia tetraphylla,450,0,0,0,5058,280.5929291,0.985196728,83.08904688,81.96795253,80.24989481,0.163717188,0.692497262,306.9216951,4.405565125,0.544012654,0.081142124,0.284797825,0.886449586,"(143, 41, 231, 124)",4.3367272
Macadamia tetraphylla,450,0,0,0,5201,274.8355698,0.986719788,92.75379201,72.06792292,81.37640243,0.629524195,0.742151826,326.3465757,4.895618197,0.485740605,0.052960393,0.230057714,0.869666672,"(248, 500, 344, 573)",4.721013199
Macadamia tetraphylla,450,1,0,1,1294,157.3319985,0.828425096,42.68325096,40.02833085,40.59029405,0.347177364,0.563834423,1326.033545,8.468767825,0.748310939,0.16674539,0.408230384,0.896370852,"(273, 325, 318, 376)",3.164854968
Macaranga angolensis1-1,972,1,1,0,38685,869.8204179,0.901874388,338.5592941,155.8502384,221.9352874,0.887745979,0.559355119,161.1002487,2.655135436,0.61845913,0.188870105,0.434589009,0.972007251,"(34, 56, 314, 303)",4.790886333
Macaranga angolensis1-1,972,1,0,1,4921,371.3624817,0.788495433,136.2171613,57.63159556,79.15561761,0.906089456,0.474633488,488.250694,3.716407189,0.798160545,0.262654386,0.512482268,0.961421916,"(325, 1177, 433, 1273)",3.192085681
Macaranga angolensis1-2,972,1,0,1,1934,288.3563851,0.631613325,119.1503573,31.19515014,49.62303174,0.965118535,0.26047138,1027.434349,8.991653045,0.690289862,0.407396404,0.638239111,0.860977051,"(350, 557, 425, 656)",3.199626934
Macaranga angolensis1-2,972,0,0,0,19414,523.3868684,0.991521961,157.9011781,156.7268782,157.2217304,0.121731468,0.772850318,160.7300107,4.056713246,0.470638842,0.04693316,0.21661702,0.959996434,"(367, 29, 524, 189)",5.906276566
Macaranga angolensis1-2,972,1,1,0,38272,969.5777772,0.872077656,349.690064,155.4156916,220.747421,0.895809417,0.554666667,208.5901949,3.619864974,0.601645145,0.185373076,0.430545998,0.958779683,"(393, 207, 669, 457)",4.691425846
Macaranga angolensis1-2,972,0,0,0,18215,502.1736649,0.991940315,154.2336897,150.5520554,152.28939,0.217189287,0.798868471,174.3229126,4.662494923,0.425972131,0.03650128,0.191028131,0.955199293,"(498, 493, 649, 644)",5.832528181
Macaranga angolensis1-2,972,0,0,0,15934,475.1025971,0.989075109,142.8833233,142.2627826,142.4352446,0.093097346,0.773795649,310.8797364,4.923325773,0.428274362,0.045756507,0.213877631,0.933545062,"(746, 767, 889, 911)",5.649055988
Macaranga angolensis1-2,972,0,0,0,17830,498.0315293,0.990720676,153.2948839,148.3790163,150.6713678,0.25121253,0.814043738,298.7235814,4.385021031,0.4375636,0.030932247,0.175836921,0.923785432,"(781, 270, 928, 419)",5.594846933
Macaranga barteri1-1,972,0,0,0,44931,802.6072145,0.989342728,245.6544906,233.1186708,239.1817844,0.315367228,0.761026423,268.4096456,2.623252904,0.611249807,0.056478597,0.237637533,0.980601814,"(54, 65, 294, 311)",5.135735271
Macaranga barteri1-1,972,0,0,0,48721,829.7787873,0.991998208,261.6213666,237.240369,249.0652602,0.421543719,0.77077994,287.9583119,2.573641108,0.62665521,0.052850845,0.229875563,0.978915731,"(248, 317, 506, 562)",4.963420954
Macaranga monandra1-1,972,0,0,0,20518,537.529004,0.990585623,165.3496952,158.4732087,161.630223,0.285386667,0.76771683,233.0621661,3.216279965,0.531278373,0.049602922,0.222695308,0.956498374,"(45, 306, 206, 472)",5.735794543
Macaranga monandra1-1,972,1,0,1,1778,185.9238816,0.871996077,66.30419026,39.00429168,47.57961654,0.808669787,0.569871795,583.6426569,6.012613839,0.571326934,0.163623232,0.404455435,0.948794208,"(360, 550, 408, 615)",4.330183292
Macaranga monandra1-1,972,1,0,1,1716,164.2253967,0.965129359,52.43971041,43.69043518,46.7426899,0.55303874,0.730212766,467.9765413,7.331156785,0.40349008,0.057211316,0.239028502,0.925037557,"(384, 708, 431, 758)",5.166392217
Macaranga monandra1-1,972,1,0,1,2613,338.7350647,0.629638554,130.8694158,38.74200617,57.67993525,0.955176907,0.402247537,579.7660212,6.524176876,0.679274135,0.317511691,0.563444539,0.94311445,"(480, 783, 592, 841)",3.562343864
Macaranga monandra1-1,972,1,0,1,1422,215.7817459,0.67617689,89.97767625,32.81487605,42.55051859,0.931125001,0.366873065,867.7439941,9.619991371,0.580976033,0.24033176,0.490151346,0.9134115,"(626, 212, 694, 269)",4.056484627
Macaranga monandra1-1,972,1,1,0,18859,673.1503243,0.845657145,158.2449047,155.2730492,154.9581381,0.192892489,0.566608581,275.7559124,3.932463745,0.608326227,0.177609699,0.421429359,0.942337184,"(676, 938, 888, 1095)",4.803453108
Macaranga monandra1-1,972,1,1,0,42803,914.2468248,0.90105888,328.2281426,173.9025102,233.4490785,0.848108829,0.600491021,196.7556234,2.860170468,0.607682369,0.148150507,0.384898556,0.966004965,"(696, 617, 936, 914)",5.002723508
Macaranga monandra1-2,972,1,0,1,20656,639.8427125,0.917881266,167.6400928,158.4768798,162.1728585,0.326086411,0.692039668,546.1443568,4.919567623,0.526250854,0.084314685,0.290350352,0.911705932,"(100, 773, 264, 955)",5.646446517
Macaranga monandra1-2,972,1,0,1,1639,180.6518036,0.924421884,77.41682738,28.12495911,45.68193969,0.931675104,0.5121875,811.412852,6.228077118,0.655863295,0.215075069,0.463710676,0.943392796,"(470, 341, 534, 391)",3.6349959
Macaranga monandra1-2,972,1,1,0,45199,1120.815367,0.805341743,383.5150649,180.3464229,239.8940478,0.882535385,0.508105131,486.1537551,4.464438342,0.659038182,0.222253485,0.471431792,0.9091124,"(586, 295, 838, 648)",4.580198865
Macaranga spinosa1-1,972,1,0,1,3266,297.6639969,0.775035596,81.58248464,72.4206978,64.48566006,0.460424062,0.504947434,417.9959226,7.16369706,0.555320363,0.221461926,0.470574687,0.974866104,"(22, 512, 99, 596)",4.65057081
Macaranga spinosa1-1,972,0,0,0,17197,501.529004,0.982685714,154.939178,142.1038133,147.9726341,0.398522194,0.725244602,285.6975255,6.065337208,0.389277355,0.043692468,0.209009259,0.951978939,"(263, 405, 419, 557)",6.22616024
Macaranga spinosa1-1,972,0,0,0,17753,497.5878785,0.992841564,153.0900719,147.7397072,150.3456738,0.262062621,0.789057291,108.4289762,4.176842725,0.413448559,0.039962219,0.199881794,0.972544824,"(661, 779, 810, 930)",6.077785853
Macaranga spinosa1-1,972,0,0,0,17453,504.1736649,0.97869119,152.7919671,146.3630072,149.0699493,0.287023828,0.761076225,294.6307643,4.469842404,0.441961116,0.051928122,0.227855123,0.958280739,"(730, 1083, 877, 1239)",5.704949822
Macaranga spinosa1-2,972,1,1,0,31302,721.411255,0.953893037,256.5160118,158.4456017,199.6370312,0.786427114,0.790334798,282.2474201,5.029283282,0.395205602,0.040150764,0.2003541,0.954382266,"(26, 17, 187, 263)",6.40359452
Macaranga spinosa1-2,972,0,0,0,18712,513.7300141,0.990734368,159.8343308,149.5111411,154.3530316,0.353556453,0.778887779,340.5389301,4.517046067,0.429461952,0.044372252,0.210627612,0.944284921,"(53, 698, 207, 854)",6.24695174
Macaranga spinosa1-2,972,1,1,0,38612,961.4183976,0.862202175,365.1461986,151.0361596,221.7257885,0.910444151,0.519397363,219.7001516,3.324930503,0.605700917,0.215058668,0.463742112,0.968690682,"(194, 149, 489, 401)",4.630160044
Macaranga spinosa1-2,972,0,0,0,15964,475.6883835,0.991552795,147.2161598,138.3839712,142.5692677,0.341159825,0.775478481,262.9440539,5.441471232,0.414363079,0.044976611,0.212049762,0.94857873,"(241, 1025, 387, 1166)",6.1960081
Macaranga spinosa1-2,972,0,0,0,12755,431.119841,0.982514251,140.2594305,116.9094625,127.4369271,0.552484745,0.815537084,364.1601591,7.516575357,0.329551964,0.028837766,0.169764953,0.943762538,"(266, 763, 381, 899)",6.464304957
Macaranga spinosa1-2,972,0,0,0,17340,494.4163056,0.989782522,155.1964499,142.5740923,148.5865866,0.395029313,0.781926407,233.9128587,5.606520469,0.406893951,0.042687063,0.206584962,0.957748828,"(445, 825, 599, 969)",6.089057873
Macaranga spinosa1-2,972,0,0,0,14590,452.4751801,0.990428348,141.7390327,131.2654962,136.2958729,0.377261197,0.800944225,363.2339549,5.213340407,0.407823595,0.034655678,0.186123919,0.940057889,"(472, 324, 610, 456)",6.357092836
Macaranga spinosa1-2,972,0,0,0,15656,472.27417,0.989695935,145.9635655,137.5373766,141.1872456,0.334848521,0.771763778,304.4324195,4.964421351,0.422766972,0.046769533,0.216238044,0.936181384,"(485, 1091, 632, 1229)",6.085277024
Macaranga spinosa1-2,972,0,0,0,16460,495.5462479,0.974656561,150.7865809,139.6328195,144.7671334,0.377451185,0.799339549,265.989114,5.764596836,0.380496345,0.035449868,0.188250396,0.951510045,"(802, 387, 945, 531)",6.403828274
Mackaya bella,450,1,1,0,1093,120.5685425,0.985572588,37.67736808,36.94335146,37.30483645,0.196427418,0.798392988,417.9272189,9.038522898,0.301151018,0.026664855,0.163029863,0.902890415,"(25, 217, 62, 254)",5.908415857
Mackaya bella,450,1,1,0,2872,312.2497834,0.6546615,115.4859719,51.22499922,60.47101762,0.896244502,0.428912784,451.6443955,6.771463142,0.612827498,0.304089971,0.551424618,0.871728948,"(81, 34, 153, 127)",3.774962593
Mackaya bella,450,1,1,0,988,114.9116882,0.984063745,36.61879294,34.35593914,35.46774126,0.346079682,0.807189542,542.3921733,9.438627345,0.29443277,0.023612384,0.153352964,0.900710417,"(125, 308, 161, 342)",5.906573337
Mackaya bella,450,0,0,0,484,80.18376618,0.973843058,25.36550814,24.37035912,24.82434168,0.27735458,0.7744,692.098125,12.67046875,0.258003102,0.028148939,0.167150097,0.693695837,"(129, 498, 154, 523)",5.267186297
Mackaya bella,450,1,1,0,993,115.1543289,0.983168317,36.08722118,35.04051976,35.55737431,0.239098842,0.788095238,557.0084071,9.081410314,0.321814195,0.029022621,0.170022712,0.848212515,"(169, 197, 205, 232)",5.183699041
Mackaya bella,450,0,0,0,690,154.5624458,0.650943396,43.43681788,26.73814908,29.64009592,0.788086761,0.416666667,2346.963011,12.86158155,0.76219398,0.295299484,0.543320369,0.86984003,"(177, 60, 213, 106)",2.921258255
Mackaya bella,450,0,0,0,529,83.59797975,0.983271375,27.46687939,24.62723769,25.95272084,0.442809361,0.783703704,475.4924929,10.0457995,0.283280523,0.027421789,0.165104671,0.787267817,"(191, 412, 218, 437)",5.203859918
Mackaya bella,450,1,1,0,1101,121.9827561,0.982158787,38.20281399,36.70514258,37.44111028,0.277253406,0.783072546,486.6548389,8.219387684,0.343050949,0.030871563,0.175356795,0.859120624,"(204, 517, 241, 555)",5.280313428
Mackaya bella,450,1,1,0,1102,175.9888527,0.757909216,69.04053523,27.32048148,37.45810965,0.918372704,0.62259887,713.9310238,10.23727567,0.4332606,0.108290793,0.328783674,0.860505451,"(207, 347, 266, 377)",4.636074014
Mackaya bella,450,0,0,0,569,86.76955262,0.97766323,27.28036386,26.57972329,26.9160417,0.225180619,0.810541311,553.1213042,11.23751561,0.248249103,0.019477556,0.138975719,0.713829759,"(233, 566, 259, 593)",5.326710005
Mackaya bella,450,0,0,0,512,82.76955262,0.975238095,26.75756396,24.37837006,25.53230595,0.412222263,0.787692308,632.5742224,11.81585449,0.252361039,0.024739268,0.156630596,0.771956952,"(276, 433, 302, 458)",5.16416862
Mackaya bella,450,1,1,0,6250,508.5523446,0.74940048,118.102298,90.04916555,89.20620581,0.647026499,0.543478261,415.0304819,8.095760585,0.490121837,0.168162477,0.410052385,0.929289516,"(288, 176, 403, 276)",4.842094971
Mackaya bella,450,0,0,0,573,87.59797975,0.974489796,27.36159769,26.68322235,27.01048424,0.221294495,0.78600823,639.7186884,11.80136423,0.279489421,0.025223536,0.158193487,0.8006138,"(294, 163, 321, 190)",5.298818663
Mackaya bella,450,1,1,0,1782,228.8944443,0.73880597,71.87416114,48.27780617,47.63310686,0.740824121,0.539346247,524.2273484,8.994585669,0.493601352,0.184958283,0.430013759,0.871153021,"(356, 352, 415, 408)",4.451225555
Maclura africana1-1,972,0,0,0,31365,662.0975465,0.994073276,207.2266251,192.7496996,199.8378301,0.367205991,0.781312276,357.0162374,3.575484207,0.574831503,0.046396177,0.215373678,0.977062759,"(26, 433, 219, 641)",5.545767474
Maclura africana1-1,972,0,0,0,28743,631.7127702,0.993673512,195.9126581,186.8251499,191.3027032,0.301030565,0.788235294,371.9153629,3.714534023,0.559091171,0.043118013,0.207626868,0.975538221,"(243, 930, 438, 1117)",5.659013662
Maclura africana1-1,972,0,0,0,30891,656.9259736,0.994270817,209.3920392,187.8729057,198.3220683,0.441562664,0.778306878,320.1741185,3.769344875,0.55480231,0.048233009,0.219593473,0.980452961,"(559, 345, 748, 555)",5.421980932
Macraea laricifolia1-1,972,1,0,1,1278,158.4325035,0.889972145,43.99241224,38.01025054,40.33856887,0.503460352,0.604255319,894.0196544,7.135321006,0.706218288,0.133175944,0.364784635,0.889830984,"(507, 1111, 554, 1156)",3.602124435
Macraea laricifolia1-1,972,1,0,1,1938,229.1248917,0.789087948,59.87658799,46.2109729,49.67432171,0.635901398,0.597226502,869.1111458,6.841129811,0.708549445,0.139472244,0.373346461,0.902687065,"(866, 374, 921, 433)",3.989267103
Macraea laricifolia1-2,972,1,0,1,1503,146.3675324,0.977878985,48.38763418,39.96475934,43.74561733,0.563773872,0.726086957,632.5652545,5.8519062,0.687272967,0.065232115,0.255176426,0.870893378,"(8, 255, 53, 301)",3.880220622
Macraea laricifolia1-2,972,1,0,1,1272,159.6396103,0.844061048,56.28423234,31.10640017,40.24376599,0.83340262,0.578181818,877.7875498,7.168386601,0.733315359,0.150623259,0.387999022,0.889020272,"(97, 343, 147, 387)",3.221135902
Macraea laricifolia1-3,972,1,0,1,1824,240.8528137,0.661109097,55.82695567,47.28251214,48.19117066,0.531676199,0.362985075,1110.020544,8.497536336,0.765524181,0.33716028,0.580618009,0.896294443,"(362, 728, 429, 803)",2.962886867
Macromeria longiflora1-1,972,1,0,1,1285,131.9827561,0.982415902,42.45723999,38.63103716,40.44889139,0.414869275,0.803125,930.4281045,7.532328649,0.508827879,0.028260767,0.167827612,0.825749493,"(103, 908, 143, 948)",4.902123326
Macromeria longiflora1-1,972,0,0,0,13538,480.8183259,0.934235042,185.2859255,96.50508671,131.2902013,0.853651798,0.713126844,157.9992747,4.622386664,0.463777724,0.075158209,0.274120247,0.966787178,"(404, 560, 572, 673)",5.58626284
Macromeria longiflora1-1,972,1,0,1,1928,199.764502,0.953983177,85.97589525,29.31209404,49.54599724,0.940087284,0.465250965,607.5362022,7.067041488,0.595210543,0.219167726,0.468106304,0.796565706,"(728, 638, 802, 694)",4.234052678
Macroptilium atropurpureum1-1,972,0,0,0,70419,998.7737367,0.995856432,329.3566178,272.7452566,299.4332238,0.560557792,0.762382669,76.15664162,2.869722991,0.577842147,0.055332066,0.235219291,0.993932529,"(118, 274, 429, 571)",5.899382605
Macroptilium atropurpureum1-1,972,1,0,1,181765,2321.635785,0.891201491,551.984676,477.2641191,481.0721213,0.502404144,0.642431247,163.0273457,3.019025719,0.601557255,0.118429357,0.344133718,0.987108797,"(405, 420, 904, 987)",5.591717637
Macroptilium atropurpureum1-2,972,0,0,0,74841,1152.424494,0.972946621,354.97472,269.7484271,308.6916273,0.650029659,0.762967418,227.574112,3.90856963,0.516529447,0.053856888,0.23205884,0.981554301,"(291, 574, 649, 848)",6.087203266
Maianthemum bifolium1-1,972,0,0,0,47162,833.3351365,0.994286678,291.6348415,207.5694271,245.0480023,0.702438677,0.735125867,84.13068526,2.776342834,0.531265145,0.067158845,0.259142435,0.971715447,"(345, 520, 618, 755)",5.489248362
Maianthemum bifolium1-1,972,1,0,1,1314,133.0538239,0.987227648,44.41522556,37.67992339,40.90277205,0.529426186,0.783542039,1561.487724,9.556565693,0.533028087,0.03885086,0.196875446,0.88311752,"(547, 1055, 586, 1098)",4.397462197
Maianthemum bifolium1-1,972,1,0,1,1638,185.0365799,0.947916667,81.28313914,26.35372236,45.66800165,0.945981274,0.465473146,443.9261217,6.334218256,0.601950249,0.261334601,0.511170286,0.827824807,"(730, 641, 799, 692)",4.003451654
Malachra alceifolia1-1,972,1,0,1,1357,162.9533188,0.857774968,49.52308545,40.8739492,41.56664603,0.564619362,0.553877551,261.020375,4.190432177,0.657068094,0.172024163,0.414675723,0.933152462,"(41, 714, 91, 763)",3.692166171
Malachra alceifolia1-1,972,1,0,1,1375,163.6396103,0.873015873,67.5885543,27.71569433,41.84141936,0.912056342,0.65227704,282.9945525,6.776731134,0.472597033,0.097540505,0.312134055,0.960083422,"(201, 676, 235, 738)",5.384374473
Malachra alceifolia1-1,972,1,0,1,1338,190.9949494,0.75678733,82.92578284,28.15157186,41.27462309,0.94061359,0.442460317,282.301898,4.2310788,0.739021751,0.259957173,0.50976262,0.91673811,"(219, 577, 261, 649)",2.899893128
Malachra alceifolia1-1,972,1,0,1,1410,165.8467171,0.84279737,54.89814019,34.93473718,42.37060016,0.771395872,0.614646905,344.0306926,7.902627881,0.466546209,0.115583685,0.339734612,0.961733813,"(325, 817, 387, 854)",5.214898983
Malachra alceifolia1-2,972,1,0,1,1328,141.882251,0.980797637,53.785305,31.48361998,41.12009382,0.810775463,0.759291023,787.9250924,12.06989064,0.304365645,0.041729101,0.204045219,0.89044127,"(137, 585, 170, 638)",5.895922872
Malachra alceifolia1-2,972,1,0,1,1603,160.9533188,0.92551963,50.68674159,42.22785924,45.17746109,0.553100565,0.667638484,897.7477302,13.37521259,0.34899138,0.08262526,0.287343669,0.913927358,"(321, 762, 370, 811)",5.569868706
Malachra alceifolia1-3,972,1,0,1,1485,246.7939392,0.659413854,67.02802174,43.50153172,43.48287851,0.760784008,0.559322034,854.5505279,13.01895445,0.453690829,0.160101182,0.400034742,0.919466287,"(566, 293, 611, 352)",4.95837916
Mallotus oppositifolius1-1,972,0,0,0,48787,840.8498551,0.987171445,256.4772575,242.9847121,249.2339015,0.320073189,0.756211734,241.9501501,3.56338369,0.530752035,0.056585,0.237866991,0.972535305,"(347, 392, 600, 647)",6.160408152
Mallotus oppositifolius1-2,972,1,0,1,4726,430.3391411,0.627456187,144.7649906,56.89100757,77.5714515,0.919543294,0.338781362,851.6380786,5.018371571,0.825130028,0.411698404,0.641626816,0.9367226,"(47, 882, 197, 975)",2.663419844
Mallotus oppositifolius1-2,972,0,0,0,54479,1117.045815,0.870744494,274.8306964,255.1562059,263.3720129,0.37155155,0.60339137,300.1251448,3.567317427,0.590111707,0.15036539,0.387766094,0.96043159,"(606, 570, 910, 867)",5.204533993
Malus sylvestris,450,0,0,0,14394,543.3868684,0.903521436,152.9143747,126.4471205,135.3772876,0.562327606,0.668090044,267.4712673,3.674885993,0.555049715,0.102455243,0.320068822,0.953550122,"(250, 244, 405, 383)",4.783098791
Malus sylvestris1-1,972,0,0,0,53063,866.5067094,0.993856643,285.0150159,237.2098801,259.9267396,0.554368216,0.778712101,62.37087751,3.611946451,0.424770329,0.046268317,0.215091231,0.972994938,"(257, 336, 503, 613)",5.822783192
Malus sylvestris1-1,972,0,0,0,38494,742.766594,0.993137255,248.1679584,197.791401,221.3867273,0.603971125,0.760600672,81.57856315,3.687758651,0.443086257,0.053919675,0.232195699,0.968615239,"(592, 385, 802, 626)",5.801937983
Malus sylvestris1-1,972,1,0,1,1538,180.2081528,0.961851157,79.69652318,25.05218034,44.25203295,0.949308909,0.459104478,291.8164647,5.347450399,0.616290845,0.268019638,0.517663755,0.837035907,"(731, 642, 798, 692)",3.842900873
Malus x robusta,450,1,1,0,844,148.7106781,0.730103806,50.81929147,31.60206284,32.78130833,0.783135022,0.482837529,642.3388428,9.287545612,0.561192684,0.232363696,0.481964527,0.867208328,"(201, 77, 247, 115)",3.895147127
Malus x robusta,450,1,1,0,569,134.3259018,0.731362468,61.53886498,14.78919508,26.9160417,0.970693016,0.370442708,776.4424974,9.877482627,0.634572541,0.355647575,0.596251692,0.834561977,"(277, 357, 309, 405)",3.23060487
Malus x robusta,450,1,1,0,450,87.254834,0.939457203,36.24076081,16.22962651,23.93653682,0.894119738,0.619834711,787.9856094,11.51001082,0.427713631,0.110663101,0.332443291,0.785617724,"(357, 549, 390, 571)",4.468373737
Malus x robusta,450,0,0,0,289,66.24873734,0.862686567,20.98582984,18.36243782,19.18244584,0.484136981,0.617521368,897.0923982,10.4669457,0.485112348,0.100825759,0.317175747,0.608776162,"(424, 551, 442, 577)",3.980345689
Malva neglecta1-1,972,0,0,0,164701,1960.552524,0.944294421,474.5074789,442.8840797,457.9343034,0.358953823,0.747797937,129.0352957,1.624413682,0.772036054,0.080870956,0.284329669,0.946063916,"(469, 83, 925, 566)",4.467973978
Malva neglecta1-1,972,1,0,1,26107,615.1686143,0.985281353,193.7706825,172.7171859,182.3196775,0.453318925,0.737027836,286.1515637,2.747128493,0.637869123,0.067715587,0.26020402,0.948220694,"(714, 852, 892, 1051)",5.095655597
Malva sylvestris1-1,972,0,0,0,240415,2638.276441,0.921773037,556.0520395,551.5260089,553.2683663,0.127329922,0.697726725,88.66708206,1.066841059,0.846785686,0.105025018,0.324051995,0.973528921,"(140, 647, 727, 1234)",3.977407463
Malva sylvestris1-1,972,0,0,0,271654,2609.916052,0.927241697,602.0168006,575.175712,588.116158,0.295267194,0.733664623,73.32695757,1.03828708,0.811359487,0.07772323,0.278773803,0.978388615,"(268, 2, 878, 609)",4.445127591
Malvaviscus arboreus,450,0,0,0,89440,1282.094588,0.941493505,349.7381122,326.6789431,337.4589529,0.35709695,0.694512389,137.7676782,5.186427545,0.410809038,0.087713507,0.296160663,0.974063536,"(62, 109, 411, 478)",5.70197927
Mammea africana1-1,972,1,0,1,3875,295.5218613,0.88978186,113.4883988,45.9611895,70.24103669,0.914322976,0.653677463,540.1380587,6.415306009,0.491223102,0.103886583,0.322179478,0.897341909,"(799, 389, 913, 441)",5.22372057
Mammea africana1-2,972,1,0,1,3225,315.3797257,0.799058474,117.9698193,43.42689458,64.07961869,0.92977881,0.543295148,464.231475,5.874943966,0.574437176,0.186381414,0.431624142,0.956948747,"(72, 762, 125, 874)",4.427741324
Mammea africana1-2,972,1,0,1,2282,189.9238816,0.96735905,70.61049515,41.88670586,53.90299288,0.805049283,0.681600956,585.6117037,5.263730076,0.659357932,0.087273111,0.29530562,0.933659784,"(213, 709, 267, 771)",4.279505362
Mammea africana1-2,972,0,0,0,164390,1620.361615,0.979129689,538.2696804,390.9802074,457.5017473,0.68730926,0.751710199,63.98003947,1.572667742,0.666100807,0.061960527,0.24890985,0.950015799,"(416, 798, 960, 1200)",5.132364462
Mammea africana1-3,972,1,0,1,1797,232.0304833,0.79058513,78.24585463,36.09926696,47.83316278,0.887214623,0.487652646,788.7531831,7.003408729,0.64649108,0.233965049,0.483644267,0.935892186,"(209, 404, 276, 459)",3.802690797
