,img_h,error,Clump,Misread,Area,Perimeter,Solidity,Major_axis_length,Minor_axis_length,Equivalent_diameter,Eccentricity,Extent,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Bounding_box,Entropy
Brachyotum naudinii1-1,972,0,0,0,42051,777.5533906,0.992260318,255.8737419,209.5667088,231.3892739,0.573759409,0.787722683,337.5630358,3.105530938,0.567626579,0.042798378,0.206859626,0.950879926,"(65, 995, 318, 1206)",5.94237328
Brachyotum naudinii1-1,972,0,0,0,37337,723.1097398,0.994724923,234.95495,202.393241,218.0342746,0.507905205,0.771824289,249.0404863,3.968008968,0.466871308,0.048873682,0.221064447,0.961368059,"(233, 130, 458, 345)",6.117815747
Brachyotum naudinii1-1,972,0,0,0,45383,805.8792924,0.994935765,273.0778165,211.6544811,240.3818426,0.63187512,0.759548117,216.6016701,3.961937646,0.4812613,0.054649794,0.23376441,0.965625545,"(282, 634, 532, 873)",6.067437942
Brachyotum naudinii1-1,972,0,0,0,39427,749.0092347,0.992223676,233.4613759,215.3294363,224.0535997,0.38639284,0.762611219,210.4788764,3.927896139,0.490439171,0.053118606,0.230465388,0.968411113,"(543, 29, 763, 264)",6.065813799
Brachyotum naudinii1-2,972,1,1,0,53909,1175.283405,0.841355308,424.7023348,186.1591194,261.9905926,0.898814866,0.623946759,168.4847227,3.191892322,0.599519981,0.136671562,0.36968633,0.970636106,"(277, 20, 502, 404)",5.201539284
Brachyotum naudinii1-2,972,0,0,0,32198,688.8254685,0.993121742,245.3727784,167.1880073,202.4741141,0.731945385,0.75376908,311.4235646,4.981183687,0.431033237,0.05660849,0.237911691,0.95199495,"(303, 878, 484, 1114)",5.832937004
Brachyotum naudinii1-2,972,0,0,0,39002,743.9797975,0.99335252,236.1196838,210.6185217,222.8427444,0.452037371,0.750283747,174.4862358,3.812539279,0.491801146,0.058889174,0.242662395,0.964945993,"(709, 1050, 936, 1279)",5.967058412
Brachystegia boehmii1-2,972,1,0,1,1708,172.8528137,0.897058824,59.57902617,39.17529881,46.63360529,0.753423944,0.681020734,1346.770714,9.375778965,0.501498588,0.081207894,0.284797718,0.918532087,"(546, 654, 603, 698)",4.896106681
Brachystegia boehmii1-2,972,1,0,1,1612,243.882251,0.681318681,63.81822266,37.97712224,45.30410739,0.803664447,0.485395965,1904.898656,11.94764199,0.614576344,0.225050145,0.474283072,0.905718378,"(767, 599, 808, 680)",3.950672139
Brachystegia longifolia1-2,972,0,0,0,196640,1779.949494,0.967059772,537.5466289,475.3229481,500.3696874,0.467023216,0.707198216,86.10303064,1.349612982,0.764984979,0.091971105,0.303257056,0.950002131,"(226, 481, 781, 982)",4.649059937
Brachystegia spiciformis1-1,972,1,0,1,1757,178.6101731,0.937566702,67.40016942,35.62580117,47.29779995,0.848888854,0.700558214,1238.359906,11.90872982,0.381968641,0.063405823,0.251549947,0.924087931,"(482, 768, 548, 806)",5.662039933
Brachystegia spiciformis1-1,972,1,0,1,1770,229.5807358,0.87972167,103.6826806,23.89845069,47.47245511,0.973073255,0.443609023,784.4614505,8.566923341,0.593686495,0.272416505,0.521836846,0.957449297,"(646, 691, 688, 786)",4.155227055
Brackenridgea madecassa1-1,972,0,0,0,46918,1072.607214,0.94669088,255.3522184,235.3296099,244.4132831,0.38816885,0.69704353,442.889061,3.879391464,0.579261321,0.087895327,0.296462557,0.973364946,"(355, 512, 620, 766)",5.308436644
Brasiliopuntia brasiliensis1-1,972,1,0,1,7752,420.27417,0.889398807,112.0739533,105.0470602,99.34864343,0.348520165,0.53462069,200.8986931,5.927285088,0.604391923,0.192723115,0.438984166,0.98287496,"(40, 616, 165, 732)",4.657691859
Brasiliopuntia brasiliensis1-1,972,1,0,1,13467,624.783838,0.763608528,164.4555931,133.2349628,130.9454732,0.586212013,0.435895776,136.1441402,4.172637595,0.712724378,0.297632018,0.545549331,0.989400656,"(377, 508, 562, 675)",3.841639401
Brasiliopuntia brasiliensis1-2,972,0,0,0,283462,2902.277488,0.9597462,610.8758933,593.998716,600.7620393,0.233436007,0.747305648,99.69677862,5.543529308,0.368479487,0.062182288,0.249361505,0.94701436,"(70, 357, 698, 961)",5.548023652
Brassica napus1-1,972,1,1,0,111729,1623.90072,0.866794932,548.1579793,292.5059817,377.1707585,0.845726755,0.647494147,90.58393354,2.559070785,0.569487786,0.090639796,0.301061253,0.952920487,"(178, 91, 660, 449)",5.110495888
Brassica napus1-1,972,0,0,0,53403,898.8498551,0.981203836,297.3975689,229.392361,260.7581473,0.636432581,0.756277173,100.5101448,2.919125028,0.529787795,0.057163827,0.239077048,0.953031717,"(188, 387, 429, 680)",5.40587008
Brassica napus1-1,972,0,0,0,50493,877.7787873,0.978034749,259.3203162,250.4301352,253.5541053,0.259595743,0.753435695,91.16212997,2.367931603,0.568352179,0.059884827,0.244703195,0.930311604,"(481, 949, 748, 1200)",5.070139534
Brassica nigra1-1,972,1,0,1,1277,229.8233765,0.69439913,64.48997779,38.59487628,40.32278387,0.801150322,0.512028869,898.8066479,10.8144705,0.507514828,0.197490376,0.444311689,0.847560768,"(171, 307, 229, 350)",4.575802792
Brassica nigra1-1,972,1,0,1,1297,135.3969696,0.97518797,46.96573951,35.31982616,40.63731893,0.65912448,0.778978979,1180.682855,8.633631927,0.519253658,0.036106826,0.189696636,0.861904131,"(185, 225, 222, 270)",4.673254565
Brassica nigra1-1,972,0,0,0,41024,763.4528855,0.990152539,235.1400341,222.4001424,228.5462296,0.324691492,0.782303585,243.1470946,8.101732107,0.311938397,0.04261866,0.206431046,0.963309199,"(313, 493, 543, 721)",6.405164689
Brassica nigra1-1,972,1,0,1,1330,172.1248917,0.797840432,67.73148229,31.72891167,41.15104609,0.883489236,0.518518519,472.7568452,6.381051706,0.566727135,0.207697058,0.455695994,0.870192026,"(534, 905, 579, 962)",4.370945422
Brassica nigra1-1,972,1,0,1,1265,130.8111832,0.980620155,44.11759167,36.53361063,40.13287959,0.560585997,0.790625,955.862426,12.45166009,0.299346312,0.030257924,0.173727601,0.888812691,"(555, 1002, 595, 1042)",6.300003239
Brassica nigra1-1,972,1,0,1,2421,188.1665222,0.979368932,61.865149,50.18682876,55.52038308,0.584727999,0.727463942,735.1543683,6.871964097,0.48890929,0.060293685,0.245431869,0.867644539,"(868, 1029, 920, 1093)",5.24341375
Brassica oleracea1-1,972,0,0,0,63747,1361.928066,0.907611481,296.0301047,276.6624155,284.8950706,0.355765458,0.693867555,114.6099198,3.175491855,0.564115183,0.090003974,0.299999328,0.970086219,"(575, 616, 894, 904)",5.176770327
Brassica oleracea1-2,972,1,0,1,1289,221.3797257,0.693010753,95.39228677,22.58166919,40.51179795,0.971576874,0.308373206,346.5468422,6.170366848,0.683375918,0.413018696,0.642617128,0.944010261,"(424, 575, 500, 630)",3.135328032
Brassica oleracea1-2,972,1,0,1,1905,194.7106781,0.922965116,78.89929425,32.64394686,49.24958206,0.910394205,0.759569378,893.7516571,6.795667302,0.724292865,0.058866966,0.241586765,0.880932057,"(462, 991, 495, 1067)",3.623628006
Brassica oleracea1-3,972,1,1,0,257987,2878.384089,0.824418724,894.790614,462.7395274,573.1310936,0.855895753,0.600831891,163.9767389,2.808915595,0.651167417,0.148516964,0.385376212,0.951749379,"(82, 399, 903, 922)",4.84583132
Brassica rapa,450,0,0,0,3293,212.4091629,0.985043374,65.70435588,63.85076532,64.75166269,0.235852256,0.791586538,188.6236412,6.868947712,0.318680826,0.033413691,0.18267771,0.946746189,"(99, 124, 163, 189)",6.110047838
Brassica rapa,450,0,0,0,3370,216.0660172,0.984516506,67.00021195,64.12814159,65.50433013,0.289647421,0.773645546,205.7717483,6.831116192,0.331968003,0.040125275,0.200211576,0.954390271,"(119, 478, 185, 544)",6.178291709
Brassica rapa,450,0,0,0,2219,220.1665222,0.892598552,56.13229668,54.37546093,53.15372564,0.248227075,0.720454545,395.3037981,8.716524949,0.358558445,0.060831251,0.246502078,0.888397312,"(123, 204, 179, 259)",5.711357711
Brassica rapa,450,0,0,0,3016,203.9238816,0.985620915,63.80316229,60.45911908,61.96846349,0.319494508,0.79746166,247.777374,6.894528927,0.32338985,0.031254461,0.176670497,0.944685016,"(155, 275, 217, 336)",6.214646495
Brassica rapa,450,0,0,0,3047,204.7523087,0.985446313,62.9825328,61.72709775,62.28612119,0.198667579,0.792870154,220.1501833,7.247762847,0.31742936,0.032889119,0.181236297,0.952228982,"(166, 402, 227, 465)",6.220693096
Brassica rapa,450,0,0,0,2536,224.6518036,0.8702814,61.57405037,58.67945447,56.82372291,0.303001739,0.68172043,282.8320089,7.251523777,0.391445685,0.084598498,0.290783052,0.891186952,"(191, 39, 251, 101)",5.374126028
Brassica rapa,450,0,0,0,3176,208.4091629,0.985723153,65.10992381,62.13740786,63.59094899,0.298702771,0.78808933,199.8845403,6.806325327,0.321702199,0.034129823,0.184626147,0.936113485,"(218, 467, 280, 532)",5.748112594
Brassica rapa,450,0,0,0,2510,188.509668,0.975894246,60.29882147,53.61496804,56.53168366,0.457607132,0.7619915,251.907086,7.098056214,0.334194071,0.044513441,0.210879123,0.926395956,"(274, 173, 328, 234)",5.831008621
Brassica rapa,450,0,0,0,3341,214.9949494,0.984964623,66.11323765,64.49294396,65.22187761,0.220034262,0.790956439,247.2848222,6.892134168,0.31909321,0.033605948,0.183218192,0.91900743,"(277, 423, 341, 489)",5.962235545
Brassica rapa,450,0,0,0,3590,222.4091629,0.988980716,69.74357459,65.62501784,67.60865304,0.338553479,0.811849842,163.5308348,6.290027473,0.310606063,0.027588434,0.166006937,0.949801801,"(358, 15, 425, 81)",6.285707576
Breonadia salicina1-1,972,0,0,0,41099,779.0975465,0.987221061,239.0524687,219.23238,228.7550481,0.398682629,0.794091506,275.5550714,2.875427878,0.595889085,0.04116383,0.202867469,0.976972577,"(327, 558, 554, 786)",5.519960925
Brexia madagascariensis1-1,972,0,0,0,142957,1455.917964,0.977844811,431.4872816,424.4207832,426.6362685,0.180238554,0.750658993,178.9783997,2.108309825,0.657534167,0.06301283,0.251017159,0.948102668,"(262, 376, 708, 803)",5.351122349
Brexia madagascariensis1-2,972,0,0,0,150820,1470.444876,0.994107334,447.0268158,432.7376887,438.2122638,0.250814415,0.739894035,118.9146109,1.58838689,0.751434037,0.069903223,0.264384568,0.947328561,"(196, 421, 644, 876)",5.063059051
Brexia madagascariensis1-3,972,0,0,0,151176,1508.930158,0.978599448,456.7205275,424.8118254,438.7291436,0.367217328,0.729473075,124.4528726,1.641803045,0.737102401,0.074055594,0.272126167,0.954976477,"(305, 373, 776, 813)",5.27173103
Brickellia cardiophylla1-1,972,0,0,0,23188,580.9432175,0.983250647,175.2823114,169.3790804,171.8251395,0.257337523,0.765912469,124.3811476,3.887573579,0.44729377,0.050413638,0.224511304,0.957876816,"(437, 678, 610, 853)",5.573185707
Brickellia cardiophylla1-1,972,1,0,1,1826,195.5218613,0.950052029,84.42022958,28.21667604,48.21758402,0.94248775,0.461111111,849.9754762,8.348614297,0.595772531,0.241709706,0.491586983,0.727405653,"(729, 639, 801, 694)",4.141161335
Bridelia atroviridis1-1,972,0,0,0,76261,1041.844805,0.990801492,320.7170018,303.4327087,311.6063557,0.323853216,0.786033807,194.8364201,3.185234736,0.53224539,0.044881005,0.21184275,0.950223124,"(263, 535, 578, 843)",5.731298682
Bridelia atroviridis1-2,972,0,0,0,74962,1031.158513,0.993782397,322.5047754,296.1256022,308.9410668,0.39610476,0.761406574,219.6639769,3.172537177,0.524842668,0.054983057,0.23447795,0.947226938,"(303, 506, 605, 832)",5.757832263
Bridelia atroviridis1-3,972,1,0,1,2092,180.1248917,0.963611239,65.10211626,41.87274857,51.61024247,0.765710251,0.738700565,1016.861283,8.731387593,0.406986888,0.05344426,0.231021901,0.851124758,"(280, 9, 328, 68)",5.774173829
Bridelia atroviridis1-3,972,0,0,0,76600,1047.217388,0.990175801,332.9065961,293.3272096,312.2981734,0.472912053,0.78182412,159.4230763,2.89833061,0.582130027,0.047132432,0.217089005,0.952092697,"(307, 589, 638, 885)",5.676545579
Bridelia atroviridis1-3,972,1,0,1,1874,167.0538239,0.977059437,61.44749207,39.21907298,48.84722005,0.769826312,0.800854701,1206.08516,8.236159765,0.452876585,0.029453822,0.171342453,0.847913117,"(519, 1128, 579, 1167)",5.305238115
Bridelia atroviridis1-4,972,0,0,0,62777,942.9331163,0.991095815,305.8492504,261.8008187,282.7192227,0.517009058,0.775599209,117.7131027,2.584135131,0.583218482,0.049052849,0.221468325,0.956543411,"(349, 574, 633, 859)",5.496914346
Bridelia mollis1-2,972,0,0,0,74144,1041.016377,0.98725716,313.6624203,301.311665,307.2508304,0.277851456,0.771537685,149.0569878,2.529826798,0.587371324,0.051792463,0.227569092,0.933518479,"(23, 323, 334, 632)",5.300290194
Bridelia mollis1-3,972,0,0,0,72736,1013.577777,0.994761963,326.434632,284.1175458,304.3194892,0.492405667,0.810934957,84.58620532,2.106180585,0.61111278,0.036623548,0.191355228,0.946693239,"(178, 52, 480, 349)",5.312865819
Bridelia mollis1-3,972,0,0,0,59309,912.9919908,0.993151144,285.9984944,264.7737692,274.7991342,0.378044846,0.791039799,128.8783877,2.594970175,0.572346981,0.042821658,0.206918189,0.925652033,"(548, 954, 812, 1238)",5.293756899
Briza media1-1,972,1,0,1,1342,143.882251,0.9497523,47.33640513,37.77260891,41.33627304,0.602708982,0.720730397,747.755283,6.631046048,0.679399998,0.068529064,0.261527022,0.871384206,"(59, 314, 97, 363)",3.807635082
Briza media1-1,972,1,0,1,1358,214.0660172,0.720424403,102.2597649,22.16458459,41.58195885,0.976227621,0.335308642,321.2104426,5.004697822,0.70508554,0.408154155,0.638823371,0.943639922,"(451, 384, 532, 434)",3.031535334
Briza minima,450,1,1,0,14598,590.8366158,0.850302889,208.8556582,96.9165146,136.3332347,0.885816416,0.609876337,261.3115721,5.925766255,0.473229886,0.142049059,0.376879664,0.961588666,"(49, 281, 177, 468)",4.771324961
Briza minima,450,1,1,0,15274,543.2863633,0.913790009,207.9405195,99.25279741,139.4541531,0.87873313,0.792302106,209.9102088,6.295777536,0.338831493,0.037800939,0.194372457,0.962078543,"(174, 107, 276, 296)",5.671831128
Briza minima,450,0,0,0,6211,293.1787156,0.990116372,94.762572,83.47499424,88.9274469,0.47332905,0.793231162,300.4454264,7.974565136,0.295069929,0.035443821,0.188204758,0.912870955,"(337, 286, 424, 376)",5.612752251
Bromus erectus1-1,972,1,0,1,1436,163.4030663,0.890818859,58.20210891,32.53848208,42.75946663,0.829127073,0.633156966,773.1503015,6.786131564,0.76976292,0.115349223,0.339452681,0.891347938,"(843, 1118, 885, 1172)",3.343330656
Bromus erectus1-2,972,1,0,1,10538,651.7533547,0.701037786,144.0460085,98.46997472,115.833494,0.729856061,0.527110844,297.6273223,3.925429619,0.644977487,0.208335979,0.456420351,0.950298812,"(95, 704, 231, 851)",4.219566414
Bromus ramosus1-1,972,1,0,1,2247,241.5868325,0.765587734,80.73953776,43.36132439,53.4880291,0.843549185,0.480128205,362.1189123,5.225154925,0.620291007,0.225001989,0.474287252,0.884462184,"(108, 525, 198, 577)",3.962097286
Bromus ramosus1-1,972,1,0,1,1284,192.373629,0.709784411,56.03858799,38.472857,40.43314946,0.727089933,0.51545564,509.0336452,7.057564506,0.574530584,0.188254218,0.433777189,0.835517031,"(204, 508, 251, 561)",4.066683805
Bromus ramosus1-1,972,1,0,1,1389,161.0538239,0.915019763,59.98428712,30.8725327,42.05389076,0.857384155,0.671988389,464.0443218,5.391769815,0.634457295,0.090735516,0.301057914,0.917696701,"(337, 525, 376, 578)",4.085759589
Bromus ramosus1-1,972,1,0,1,1523,171.9827561,0.88495061,63.68267157,32.70644663,44.03571081,0.858038893,0.750246305,486.0824783,9.79555319,0.317063465,0.042854475,0.20659915,0.920890862,"(705, 570, 740, 628)",5.774419283
Bromus ramosus1-2,972,1,0,1,1673,157.0954544,0.96426513,54.24156665,40.03336801,46.15332879,0.674738366,0.684533552,398.6401329,8.179241436,0.393945838,0.080783116,0.284135827,0.971420147,"(259, 1046, 306, 1098)",5.882778455
Bromus ramosus1-2,972,1,0,1,1683,256.3025612,0.473817568,57.0710466,48.75307147,46.29105911,0.519858681,0.277356625,922.5798321,8.656860265,0.728526402,0.419953766,0.648006174,0.891080793,"(380, 857, 454, 939)",2.875630989
Bromus ramosus1-2,972,1,0,1,7083,313.9066376,0.98772835,97.56624243,92.6013578,94.96502354,0.314936694,0.784819945,204.271844,4.220651462,0.435567203,0.039299809,0.198187347,0.946971642,"(452, 318, 547, 413)",6.018025081
Bromus ramosus1-3,972,1,0,1,1492,142.9533188,0.980933596,46.68231261,40.71667545,43.58524292,0.489135583,0.753535354,379.2045145,9.326112439,0.3238235,0.043827075,0.209133062,0.973975697,"(348, 854, 392, 899)",6.206787209
Broussonetia kazinoki1,450,1,0,1,706,114.8111832,0.946380697,47.27717361,19.50018252,29.98177978,0.910973419,0.555468135,1786.719196,10.75910077,0.662647933,0.165604804,0.406728101,0.884464609,"(145, 383, 186, 414)",3.598350368
Broussonetia kazinoki1,450,0,0,0,4373,254.7939392,0.972209871,79.21685873,70.52074849,74.61820508,0.455523038,0.768811533,224.2809659,5.854124893,0.36088633,0.043642384,0.208814118,0.919166851,"(157, 250, 236, 322)",5.1052749
Broussonetia kazinoki1,450,1,0,1,283,64.38477631,0.89556962,21.85708615,17.05955857,18.98227571,0.625149907,0.673809524,2894.573999,19.01282895,0.39128141,0.066972605,0.257948487,0.822036778,"(363, 522, 384, 542)",4.766036571
Broussonetia kazinoki1,450,1,0,1,318,67.9411255,0.952095808,25.71050577,16.02230096,20.12188299,0.782077574,0.697368421,2383.442917,19.19292485,0.325837844,0.05565465,0.234936891,0.787328861,"(366, 163, 390, 182)",5.081132394
Broussonetia kazinoki2,450,0,0,0,3627,222.4091629,0.99017199,69.43412917,66.62902985,67.95616108,0.281365862,0.80815508,226.3150423,5.620521237,0.356686439,0.029665669,0.172144512,0.902945066,"(206, 301, 272, 369)",5.05284956
Broussonetia kazinoki2,450,1,0,1,1152,133.4974747,0.933549433,41.15975239,36.36921732,38.29845892,0.468221406,0.780487805,1666.004565,10.21213651,0.657082823,0.04283282,0.206498507,0.821835005,"(275, 334, 316, 370)",3.786503844
Brucea antidysenterica1-1,972,0,0,0,38031,734.766594,0.992276985,233.822247,207.4002272,220.0512966,0.461770293,0.777253219,211.721185,3.39547044,0.527753999,0.046792862,0.216303362,0.959357954,"(404, 553, 637, 763)",5.815728058
Brucea antidysenterica1-2,972,1,0,1,1279,164.3319985,0.876627827,44.87527677,39.36376242,40.35434769,0.480158955,0.532916667,1785.708662,10.12423605,0.62687644,0.187691364,0.433163282,0.920964895,"(194, 1139, 244, 1187)",3.860203977
Brucea antidysenterica1-2,972,0,0,0,44877,1164.050865,0.924822257,252.8962063,229.7550716,239.0380117,0.417894582,0.669636062,593.1765409,3.738722723,0.632722819,0.1041428,0.322701485,0.950185815,"(427, 41, 678, 308)",5.234356304
Brugmansia arborea1-2,972,0,0,0,236019,1837.959595,0.993208014,573.0810379,525.5952249,548.1867602,0.39856648,0.80196738,96.57806199,1.771696669,0.640561661,0.04110166,0.202724693,0.953622223,"(230, 445, 775, 985)",5.360377193
Bruguiera gymnorhiza1-1,972,1,1,0,70784,1177.283405,0.894573212,431.576861,222.9721253,300.208241,0.856199573,0.768389058,365.3158793,3.224077752,0.551192912,0.051544579,0.227022308,0.972873522,"(344, 467, 579, 859)",5.558160427
Bruguiera gymnorhiza1-2,972,0,0,0,30966,663.0681092,0.993933558,200.6846148,196.7716287,198.5626746,0.196510037,0.755157782,292.9941448,4.452562031,0.516608796,0.056431098,0.237539387,0.977646557,"(319, 567, 521, 770)",5.97295179
Brunfelsia americana,450,0,0,0,7037,311.9066376,0.989176272,97.69685159,91.78139905,94.6561497,0.342683428,0.788194444,388.4391178,8.052367351,0.306785982,0.037680613,0.194061513,0.945915859,"(35, 158, 131, 251)",5.921701012
Brunfelsia americana,450,0,0,0,6373,297.6639969,0.99005748,93.59944205,86.7283056,90.07971813,0.376073131,0.778334148,305.8798114,7.468054629,0.320089962,0.041231259,0.202997934,0.952188426,"(91, 254, 180, 346)",5.864938748
Brunfelsia americana,450,0,0,0,5954,310.7350647,0.963274551,88.89838702,86.15900861,87.06818161,0.246332869,0.751672769,278.0308757,6.717994069,0.361495367,0.05208214,0.228158527,0.951556666,"(250, 383, 339, 472)",5.608199694
Brunfelsia americana,450,0,0,0,7866,329.3208512,0.991054555,103.2127422,97.12378325,100.076482,0.338390587,0.802898847,250.1118511,7.678225902,0.287563109,0.032422689,0.180007385,0.945259476,"(293, 152, 390, 253)",5.904289769
Brunfelsia grandiflora1-2,972,1,0,1,2182,260.0243866,0.745473181,84.17263513,36.77722632,52.70871547,0.899497376,0.440008066,1093.470197,7.313651071,0.686337477,0.285424152,0.534201336,0.916120165,"(433, 508, 520, 565)",3.609745198
Brunfelsia grandiflora1-2,972,1,0,1,1541,215.0893578,0.708505747,77.42260434,34.77524381,44.2951706,0.893450645,0.469101979,1864.431281,11.16330918,0.618740039,0.195271319,0.441776609,0.886074642,"(686, 475, 731, 548)",3.520139432
Bryonia verrucosa1-1,972,0,0,0,39922,751.6955262,0.990448309,230.895,220.579018,225.4556921,0.295567815,0.781634851,215.4343519,3.735945079,0.487086446,0.044748135,0.211524645,0.971909548,"(87, 107, 312, 334)",5.647354933
Bryonia verrucosa1-1,972,1,1,0,80165,1360.035713,0.881641317,485.2000781,229.5617072,319.4827822,0.880993737,0.596479088,183.7014015,4.250981631,0.531332176,0.159034174,0.398789204,0.982202947,"(276, 352, 603, 763)",4.83532896
Bryonia verrucosa1-1,972,0,0,0,42225,1015.016377,0.827892477,257.1871123,224.1370778,231.8675048,0.490405803,0.559508666,197.6128392,3.470587074,0.590738907,0.186383263,0.431718258,0.981068759,"(438, 1042, 769, 1270)",4.670394967
Bryonia verrucosa1-1,972,1,1,0,80345,1417.893578,0.858561033,516.428773,224.7350122,319.8412594,0.900347647,0.596739453,147.1882768,3.041677712,0.586498641,0.152099973,0.389997681,0.984161325,"(606, 261, 912, 701)",4.839951293
Bryonia verrucosa1-1,972,1,0,1,3396,275.6579003,0.791055206,84.31650249,61.46690365,65.75653195,0.684511507,0.581506849,814.310634,6.61251515,0.575908253,0.156219801,0.395205249,0.917902582,"(622, 217, 695, 297)",4.597205794
Bryonia verrucosa1-2,972,1,1,0,60608,1107.602164,0.913018589,356.9606666,230.996893,277.7921927,0.762386955,0.734064071,250.1740423,4.352888893,0.473866473,0.066992423,0.258821589,0.971913386,"(204, 845, 449, 1182)",5.809728708
Bryonia verrucosa1-2,972,0,0,0,45483,796.8082246,0.994337808,248.5523016,233.0757511,240.6465338,0.347356302,0.781065394,206.8870315,4.24065025,0.459410037,0.044911858,0.211912541,0.972012646,"(326, 616, 577, 848)",5.671393803
Bryonia verrucosa1-2,972,1,1,0,79936,1378.763635,0.905718527,476.1435641,229.9235694,319.0261372,0.875682637,0.719709725,232.9983328,4.493226227,0.458365076,0.074820674,0.273527651,0.971336702,"(503, 327, 942, 580)",5.501263347
Buchnerodendron speciosum1-1,972,0,0,0,38492,743.1513703,0.989511568,228.5779945,214.9303387,221.380976,0.340365478,0.744008041,299.0978039,4.660930316,0.447999939,0.061582853,0.248150337,0.970710427,"(306, 472, 529, 704)",6.266196346
Buchnerodendron speciosum1-2,972,0,0,0,33531,693.9554108,0.986437985,208.1130419,206.5209076,206.6228331,0.123459064,0.790173206,214.0068606,3.638240364,0.560553072,0.041552159,0.203820072,0.960398625,"(341, 544, 548, 749)",5.881957745
Buddleja parviflora1-1,972,0,0,0,8348,345.4629868,0.986411438,115.5672805,92.44289068,103.0970597,0.600126124,0.764468864,170.5615316,5.578626315,0.381163274,0.045076729,0.212270623,0.947587847,"(238, 820, 342, 925)",5.856727937
Buddleja parviflora1-1,972,0,0,0,11970,423.8538598,0.971117962,128.017117,120.4918485,123.4531383,0.337803379,0.714285714,475.2192136,6.285718501,0.461250962,0.068277065,0.261269345,0.90183988,"(569, 296, 702, 422)",5.723867103
Buddleja parviflora1-1,972,1,0,1,1943,201.5218613,0.94734276,85.96420115,29.47946583,49.7383598,0.93936197,0.468870656,628.4637493,7.21572154,0.58816758,0.21143124,0.459770159,0.813348568,"(728, 638, 802, 694)",4.339619041
Buddleja sessiliflora1-1,972,0,0,0,14881,557.7300141,0.930644153,140.0746662,138.0225719,137.6483842,0.170544376,0.748842593,273.613262,5.186228776,0.455234785,0.052682359,0.229493858,0.903559981,"(441, 560, 579, 704)",5.619514094
Buddleja sessiliflora1-1,972,1,0,1,1945,200.9360749,0.946011673,86.23428446,29.45609421,49.76395196,0.939851914,0.469353282,711.1240298,7.694403633,0.584188397,0.204824524,0.452515299,0.787235751,"(728, 638, 802, 694)",4.380433608
Buglossoides arvensis1-1,972,1,0,1,1337,136.7106781,0.978054133,46.34585636,36.75896119,41.2591962,0.609033495,0.748600224,334.0642227,9.711067886,0.304509321,0.044720589,0.211214858,0.976305817,"(28, 1241, 66, 1288)",6.21648753
Buglossoides arvensis1-1,972,1,0,1,1498,162.0243866,0.892197737,48.17664476,42.1745555,43.67279288,0.483372165,0.628092243,508.658106,8.645497565,0.460754445,0.109801691,0.331254461,0.927852103,"(392, 252, 437, 305)",5.093184248
Buglossoides arvensis1-1,972,1,0,1,2154,174.7106781,0.980427856,57.75822508,47.59667535,52.36943746,0.56649164,0.801339286,353.0234876,5.813965788,0.450721605,0.030374208,0.174073193,0.914901941,"(439, 953, 487, 1009)",5.491823336
Buglossoides arvensis1-1,972,1,0,1,4314,279.1431816,0.881127451,83.68543077,68.15545878,74.11312567,0.580269642,0.663998769,373.0684593,5.829901734,0.497529316,0.095099062,0.308336735,0.947912395,"(442, 38, 531, 111)",5.336228524
Buglossoides arvensis1-1,972,1,0,1,3604,235.7878426,0.9429618,75.64763735,61.89694709,67.74035222,0.574895129,0.736863627,305.9736061,4.905251206,0.486447598,0.056761305,0.238133589,0.912392605,"(581, 811, 654, 878)",5.232505085
Buglossoides arvensis1-1,972,1,0,1,1820,240.2020561,0.806737589,72.08304037,38.42290564,48.13830046,0.846092123,0.590909091,648.2348316,9.908436361,0.462486212,0.12711133,0.356373577,0.927477341,"(689, 272, 759, 316)",5.087500241
Buglossoides arvensis1-1,972,1,0,1,1550,173.2964646,0.886727689,63.59621579,33.32337123,44.42433223,0.85172838,0.6107171,551.610351,6.339373799,0.574258683,0.124982714,0.353435609,0.928394849,"(818, 339, 872, 386)",4.437440116
Bulbine frutescens1,450,1,0,1,405,80.14823228,0.880434783,24.56071759,21.65370273,22.7081927,0.471923202,0.623076923,1733.797718,11.88588013,0.706387193,0.123589141,0.351242628,0.834590508,"(96, 145, 121, 171)",3.000206711
Bulbine frutescens1,450,1,0,1,438,114.254834,0.643171806,35.76791815,19.4735191,23.61522646,0.838799177,0.491582492,2702.625735,16.42115567,0.671942649,0.203958926,0.451387751,0.808726924,"(187, 461, 214, 494)",2.925688178
Bulbine frutescens1,450,0,0,0,3746,349.4568901,0.881411765,77.93609834,65.67014862,69.06196735,0.538515981,0.702814259,701.0499638,10.93557379,0.351985939,0.067533895,0.259774536,0.904723031,"(191, 252, 273, 317)",5.428135651
Bulbine frutescens1,450,0,0,0,3473,287.5573952,0.785568876,81.22124681,56.25468309,66.49782657,0.72131185,0.538449612,771.6416727,8.567612757,0.515176986,0.183325355,0.428126293,0.898804756,"(210, 337, 296, 412)",4.346304539
Bulbine frutescens1,450,0,0,0,3798,234.3086579,0.978613759,77.32286735,62.94617851,69.53965625,0.580767637,0.770698052,360.5835253,8.747326429,0.301516791,0.042250311,0.205458858,0.933907974,"(288, 258, 365, 322)",5.65697041
